ID,hour,minute,second,time_interval,x,y
1781128,10,2,35,0,17,39
1781128,10,2,39,0,18,38
1781128,10,2,43,16,19,39
1781128,10,19,28,0,18,38
1781128,10,19,32,0,17,39
1781128,10,19,36,0,16,40
1781128,10,19,40,0,15,41
1781128,10,19,44,0,16,42
1781128,10,19,48,0,15,43
1781128,10,19,52,0,16,44
1781128,10,19,56,0,15,45
1781128,10,20,0,0,16,46
1781128,10,20,4,0,16,47
1781128,10,20,8,0,17,48
1781128,10,20,12,0,18,49
1781128,10,20,16,0,19,50
1781128,10,20,20,0,20,51
1781128,10,20,24,0,21,51
1781128,10,20,28,0,22,52
1781128,10,20,32,0,23,53
1781128,10,20,36,0,24,54
1781128,10,20,40,0,25,55
1781128,10,20,44,0,26,56
1781128,10,20,48,0,27,57
1781128,10,20,52,0,28,58
1781128,10,20,56,0,29,58
1781128,10,21,0,0,30,59
1781128,10,21,4,0,31,60
1781128,10,21,8,0,32,61
1781128,10,21,12,0,33,62
1781128,10,21,16,0,34,63
1781128,10,21,20,0,34,64
1781128,10,21,24,0,34,65
1781128,10,21,28,0,34,66
1781128,10,21,32,0,33,67
1781128,10,21,36,25,34,68
1781128,10,47,32,0,33,68
1781128,10,47,36,0,32,67
1781128,10,47,40,0,31,66
1781128,10,47,44,0,30,67
1781128,10,47,48,0,29,66
1781128,10,47,52,0,28,66
1781128,10,47,56,0,27,67
1781128,10,48,0,0,26,66
1781128,10,48,4,0,25,66
1781128,10,48,8,0,24,66
1781128,10,48,12,0,23,67
1781128,10,48,16,0,22,66
1781128,10,48,20,0,21,67
1781128,10,48,24,0,20,66
1781128,10,48,28,0,19,66
1781128,10,48,32,0,18,66
1781128,10,48,36,19,17,67
1781128,11,7,46,0,18,67
1781128,11,7,50,0,19,67
1781128,11,7,54,0,20,67
1781128,11,7,58,0,21,67
1781128,11,8,2,0,22,67
1781128,11,8,6,0,23,66
1781128,11,8,10,0,24,67
1781128,11,8,14,0,25,66
1781128,11,8,18,0,26,67
1781128,11,8,22,0,27,66
1781128,11,8,26,0,28,67
1781128,11,8,30,0,29,67
1781128,11,8,34,0,30,66
1781128,11,8,38,0,31,66
1781128,11,8,42,0,32,67
1781128,11,8,46,0,33,68
1781128,11,8,50,0,34,69
1781128,11,8,54,0,34,70
1781128,11,8,58,0,35,71
1781128,11,9,2,0,36,72
1781128,11,9,6,0,37,73
1781128,11,9,10,0,38,73
1781128,11,9,14,0,39,74
1781128,11,9,18,0,40,75
1781128,11,9,22,0,41,76
1781128,11,9,26,0,42,77
1781128,11,9,30,30,43,78
1781128,11,39,31,0,42,77
1781128,11,39,35,0,41,76
1781128,11,39,39,0,40,75
1781128,11,39,43,0,39,75
1781128,11,39,47,0,38,74
1781128,11,39,51,0,37,73
1781128,11,39,55,0,36,72
1781128,11,39,59,0,35,71
1781128,11,40,3,0,34,70
1781128,11,40,7,0,33,69
1781128,11,40,11,0,33,68
1781128,11,40,15,0,33,67
1781128,11,40,19,0,32,66
1781128,11,40,23,0,33,65
1781128,11,40,27,0,34,64
1781128,11,40,31,0,34,63
1781128,11,40,35,0,33,62
1781128,11,40,39,0,32,62
1781128,11,40,43,0,31,61
1781128,11,40,47,0,30,60
1781128,11,40,51,0,29,60
1781128,11,40,55,0,28,59
1781128,11,40,59,0,27,58
1781128,11,41,3,0,26,57
1781128,11,41,7,0,25,56
1781128,11,41,11,0,24,55
1781128,11,41,15,0,23,54
1781128,11,41,19,0,22,53
1781128,11,41,23,0,21,52
1781128,11,41,27,0,20,51
1781128,11,41,31,0,19,50
1781128,11,41,35,0,18,49
1781128,11,41,39,0,17,48
1781128,11,41,43,0,16,47
1781128,11,41,47,0,15,46
1781128,11,41,51,0,16,45
1781128,11,41,55,0,15,44
1781128,11,41,59,0,16,43
1781128,11,42,3,0,15,42
1781128,11,42,7,0,16,41
1781128,11,42,11,0,16,40
1781128,11,42,15,0,17,39
1781128,11,42,19,0,18,38
1781128,11,42,23,0,19,37
1781128,11,42,27,0,20,38
1781128,11,42,31,0,21,37
1781128,11,42,35,0,22,38
1781128,11,42,39,0,23,39
1781128,11,42,43,0,24,39
1781128,11,42,47,0,25,39
1781128,11,42,51,0,26,38
1781128,11,42,55,0,27,37
1781128,11,42,59,0,28,36
1781128,11,43,3,0,29,36
1781128,11,43,7,0,30,35
1781128,11,43,11,0,31,34
1781128,11,43,15,23,32,33
1781128,12,6,53,0,31,34
1781128,12,6,57,0,30,35
1781128,12,7,1,0,29,35
1781128,12,7,5,0,28,35
1781128,12,7,9,0,27,35
1781128,12,7,13,0,26,36
1781128,12,7,17,0,25,37
1781128,12,7,21,0,24,38
1781128,12,7,25,0,23,38
1781128,12,7,29,0,22,38
1781128,12,7,33,0,21,39
1781128,12,7,37,0,20,39
1781128,12,7,41,0,19,39
1781128,12,7,45,0,18,38
1781128,12,7,49,0,17,39
1781128,12,7,53,0,16,40
1781128,12,7,57,0,15,41
1781128,12,8,1,0,15,42
1781128,12,8,5,0,16,43
1781128,12,8,9,0,15,44
1781128,12,8,13,0,16,45
1781128,12,8,17,0,16,46
1781128,12,8,21,0,16,47
1781128,12,8,25,0,17,48
1781128,12,8,29,0,18,49
1781128,12,8,33,0,19,50
1781128,12,8,37,0,20,51
1781128,12,8,41,0,21,51
1781128,12,8,45,0,22,52
1781128,12,8,49,0,23,53
1781128,12,8,53,0,24,54
1781128,12,8,57,0,25,55
1781128,12,9,1,0,26,56
1781128,12,9,5,0,27,57
1781128,12,9,9,0,28,58
1781128,12,9,13,0,29,58
1781128,12,9,17,0,30,59
1781128,12,9,21,0,31,60
1781128,12,9,25,0,32,61
1781128,12,9,29,0,33,62
1781128,12,9,33,0,34,63
1781128,12,9,37,0,34,64
1781128,12,9,41,0,33,65
1781128,12,9,45,0,32,66
1781128,12,9,49,0,31,67
1781128,12,9,53,0,30,66
1781128,12,9,57,0,29,67
1781128,12,10,1,0,28,67
1781128,12,10,5,0,27,66
1781128,12,10,9,0,26,66
1781128,12,10,13,0,25,67
1781128,12,10,17,0,24,66
1781128,12,10,21,0,23,67
1781128,12,10,25,0,22,67
1781128,12,10,29,0,21,66
1781128,12,10,33,0,20,67
1781128,12,10,37,0,19,66
1781128,12,10,41,0,18,67
1781128,12,10,45,0,17,66
1781128,12,10,49,0,16,67
1781128,12,10,53,0,15,67
1781128,12,10,57,0,14,67
1781128,12,11,1,0,13,67
1781128,12,11,5,0,12,67
1781128,12,11,9,0,11,67
1781128,12,11,13,0,10,66
1781128,12,11,17,0,9,66
1781128,12,11,21,0,8,67
1781128,12,11,25,0,7,67
1781128,12,11,29,0,6,66
1781128,12,11,33,0,5,67
1781128,12,11,37,0,4,67
1781128,12,11,41,0,3,67
1781128,12,11,45,0,2,67
1781128,12,11,49,0,1,66
1781128,12,11,53,1,0,67
1763672,9,5,53,0,99,77
1763672,9,6,23,0,98,76
1763672,9,6,27,0,97,77
1763672,9,6,31,0,96,77
1763672,9,6,35,0,95,76
1763672,9,6,39,0,94,77
1763672,9,6,43,0,93,77
1763672,9,6,47,0,92,78
1763672,9,6,51,0,91,78
1763672,9,6,55,0,90,79
1763672,9,6,59,0,89,78
1763672,9,7,3,0,88,79
1763672,9,7,7,0,87,80
1763672,9,7,11,0,86,80
1763672,9,7,15,0,85,79
1763672,9,7,19,0,84,79
1763672,9,7,23,0,83,79
1763672,9,7,27,0,82,78
1763672,9,7,31,0,81,79
1763672,9,7,35,0,80,79
1763672,9,7,39,0,79,78
1763672,9,7,43,0,78,77
1763672,9,7,47,0,77,76
1763672,9,7,51,0,76,76
1763672,9,7,55,0,75,77
1763672,9,7,59,0,74,76
1763672,9,8,3,0,73,76
1763672,9,8,7,0,72,77
1763672,9,8,11,0,71,77
1763672,9,8,15,0,70,76
1763672,9,8,19,0,69,75
1763672,9,8,23,0,68,74
1763672,9,8,27,0,69,73
1763672,9,8,31,0,68,72
1763672,9,8,35,0,68,71
1763672,9,8,39,0,69,70
1763672,9,8,43,0,68,69
1763672,9,8,47,0,69,68
1763672,9,8,51,0,69,67
1763672,9,8,55,0,68,66
1763672,9,8,59,0,69,65
1763672,9,9,3,0,68,64
1763672,9,9,7,0,69,63
1763672,9,9,11,0,68,62
1763672,9,9,15,0,68,61
1763672,9,9,19,0,69,60
1763672,9,9,23,0,69,59
1763672,9,9,27,0,69,58
1763672,9,9,31,0,69,57
1763672,9,9,35,0,68,56
1763672,9,9,39,0,67,55
1763672,9,9,43,0,66,54
1763672,9,9,47,0,65,53
1763672,9,9,51,0,66,52
1763672,9,9,55,0,66,51
1763672,9,9,59,0,66,50
1763672,9,10,3,0,66,49
1763672,9,10,7,0,66,48
1763672,9,10,11,0,66,47
1763672,9,10,15,0,65,46
1763672,9,10,19,0,64,45
1763672,9,10,23,0,64,44
1763672,9,10,27,0,64,43
1763672,9,10,31,0,63,42
1763672,9,10,35,0,63,41
1763672,9,10,39,0,64,40
1763672,9,10,43,0,64,39
1763672,9,10,47,0,63,38
1763672,9,10,51,0,62,37
1763672,9,10,55,0,62,36
1763672,9,10,59,0,62,35
1763672,9,11,3,0,62,34
1763672,9,11,7,0,61,33
1763672,9,11,11,0,60,33
1763672,9,11,15,0,59,32
1763672,9,11,19,0,58,31
1763672,9,11,23,0,57,30
1763672,9,11,27,0,56,31
1763672,9,11,31,0,55,30
1763672,9,11,35,0,54,31
1763672,9,11,39,0,53,30
1763672,9,11,43,0,52,29
1763672,9,11,47,0,51,29
1763672,9,11,51,0,50,29
1763672,9,11,55,0,49,29
1763672,9,11,59,0,48,28
1763672,9,12,3,0,47,29
1763672,9,12,7,0,46,29
1763672,9,12,11,0,45,30
1763672,9,12,15,0,44,31
1763672,9,12,19,0,43,32
1763672,9,12,23,0,42,33
1763672,9,12,27,0,41,34
1763672,9,12,31,0,40,35
1763672,9,12,35,0,39,36
1763672,9,12,39,0,38,37
1763672,9,12,43,0,37,38
1763672,9,12,47,0,36,38
1763672,9,12,51,0,35,38
1763672,9,12,55,0,34,37
1763672,9,12,59,0,33,36
1763672,9,13,3,0,32,35
1763672,9,13,7,0,31,34
1763672,9,13,11,16,32,33
1763672,9,29,35,0,31,34
1763672,9,29,39,0,32,35
1763672,9,29,43,0,33,36
1763672,9,29,47,0,34,37
1763672,9,29,51,0,35,37
1763672,9,29,55,0,36,38
1763672,9,29,59,0,37,37
1763672,9,30,3,0,38,36
1763672,9,30,7,0,39,36
1763672,9,30,11,0,40,35
1763672,9,30,15,0,41,34
1763672,9,30,19,0,42,33
1763672,9,30,23,0,43,32
1763672,9,30,27,0,44,31
1763672,9,30,31,0,45,30
1763672,9,30,35,0,46,29
1763672,9,30,39,0,47,28
1763672,9,30,43,0,48,29
1763672,9,30,47,0,49,28
1763672,9,30,51,0,50,29
1763672,9,30,55,0,51,28
1763672,9,30,59,0,52,29
1763672,9,31,3,0,53,29
1763672,9,31,7,0,54,30
1763672,9,31,11,0,55,31
1763672,9,31,15,0,56,30
1763672,9,31,19,0,57,30
1763672,9,31,23,0,58,31
1763672,9,31,27,0,59,32
1763672,9,31,31,0,60,33
1763672,9,31,35,0,61,33
1763672,9,31,39,0,62,34
1763672,9,31,43,0,63,35
1763672,9,31,47,0,63,36
1763672,9,31,51,0,64,37
1763672,9,31,55,0,64,38
1763672,9,31,59,0,63,39
1763672,9,32,3,0,63,40
1763672,9,32,7,0,63,41
1763672,9,32,11,0,64,42
1763672,9,32,15,0,63,43
1763672,9,32,19,0,62,44
1763672,9,32,23,0,62,45
1763672,9,32,27,0,63,46
1763672,9,32,31,0,64,47
1763672,9,32,39,0,65,49
1763672,9,32,43,0,66,50
1763672,9,32,47,0,66,51
1763672,9,32,51,0,66,52
1763672,9,32,55,0,66,53
1763672,9,32,59,0,65,54
1763672,9,33,3,0,66,55
1763672,9,33,7,0,67,56
1763672,9,33,11,0,68,57
1763672,9,33,15,0,68,58
1763672,9,33,19,0,68,59
1763672,9,33,23,0,69,60
1763672,9,33,27,0,68,61
1763672,9,33,31,0,69,62
1763672,9,33,35,0,68,63
1763672,9,33,39,0,68,64
1763672,9,33,43,0,69,65
1763672,9,33,47,0,69,66
1763672,9,33,51,0,68,67
1763672,9,33,55,0,69,68
1763672,9,33,59,0,69,69
1763672,9,34,3,0,68,70
1763672,9,34,7,0,68,71
1763672,9,34,11,0,68,72
1763672,9,34,15,0,69,73
1763672,9,34,19,0,68,74
1763672,9,34,23,0,69,75
1763672,9,34,27,0,70,76
1763672,9,34,31,0,71,77
1763672,9,34,35,0,72,78
1763672,9,34,39,0,73,78
1763672,9,34,43,0,74,77
1763672,9,34,47,0,75,76
1763672,9,34,51,0,76,75
1763672,9,34,55,0,77,76
1763672,9,34,59,0,78,77
1763672,9,35,3,0,79,76
1763672,9,35,7,0,80,77
1763672,9,35,11,18,81,77
1763672,9,53,16,0,80,77
1763672,9,53,20,0,79,77
1763672,9,53,24,0,78,76
1763672,9,53,28,0,77,77
1763672,9,53,32,0,76,76
1763672,9,53,36,0,75,76
1763672,9,53,40,0,74,77
1763672,9,53,44,0,73,78
1763672,9,53,48,0,72,79
1763672,9,53,52,0,71,80
1763672,9,53,56,0,70,81
1763672,9,54,0,0,69,82
1763672,9,54,4,0,69,83
1763672,9,54,8,0,69,84
1763672,9,54,12,0,68,85
1763672,9,54,16,0,68,86
1763672,9,54,20,0,67,87
1763672,9,54,24,0,66,88
1763672,9,54,28,0,65,87
1763672,9,54,32,0,64,88
1763672,9,54,36,0,63,89
1763672,9,54,40,0,62,90
1763672,9,54,44,0,61,89
1763672,9,54,48,0,60,89
1763672,9,54,52,0,59,88
1763672,9,54,56,0,58,87
1763672,9,55,0,0,57,88
1763672,9,55,4,0,56,87
1763672,9,55,8,0,55,86
1763672,9,55,12,0,54,85
1763672,9,55,16,0,53,85
1763672,9,55,20,0,52,84
1763672,9,55,24,0,51,83
1763672,9,55,28,0,50,83
1763672,9,55,32,0,49,83
1763672,9,55,36,0,48,82
1763672,9,55,40,0,47,81
1763672,9,55,44,0,46,80
1763672,9,55,48,0,45,79
1763672,9,55,52,0,44,78
1763672,9,55,56,0,43,78
1763672,9,56,0,0,42,77
1763672,9,56,4,0,41,76
1763672,9,56,8,0,40,75
1763672,9,56,12,0,39,75
1763672,9,56,16,0,38,74
1763672,9,56,20,0,37,73
1763672,9,56,24,0,36,72
1763672,9,56,28,0,35,71
1763672,9,56,32,0,34,70
1763672,9,56,36,0,33,69
1763672,9,56,40,0,33,68
1763672,9,56,44,0,32,67
1763672,9,56,48,0,33,66
1763672,9,56,52,0,33,65
1763672,9,56,56,0,34,64
1763672,9,57,0,0,34,63
1763672,9,57,4,0,33,62
1763672,9,57,8,0,32,62
1763672,9,57,12,0,31,61
1763672,9,57,16,0,30,60
1763672,9,57,20,0,29,60
1763672,9,57,24,0,28,59
1763672,9,57,28,0,27,58
1763672,9,57,32,0,26,57
1763672,9,57,36,0,25,56
1763672,9,57,40,0,24,55
1763672,9,57,44,21,23,54
1763672,10,19,25,0,22,53
1763672,10,19,29,0,21,52
1763672,10,19,33,0,20,51
1763672,10,19,37,0,19,50
1763672,10,19,41,0,18,49
1763672,10,19,45,0,17,48
1763672,10,19,49,0,17,47
1763672,10,19,53,0,16,46
1763672,10,19,57,0,15,45
1763672,10,20,1,0,16,44
1763672,10,20,5,0,16,43
1763672,10,20,9,0,17,42
1763672,10,20,13,0,16,41
1763672,10,20,17,0,17,40
1763672,10,20,21,0,17,39
1763672,10,20,25,0,18,38
1763672,10,20,29,0,19,38
1763672,10,20,33,0,20,37
1763672,10,20,37,0,21,37
1763672,10,20,41,0,22,38
1763672,10,20,45,0,23,39
1763672,10,20,49,0,24,39
1763672,10,20,53,0,25,38
1763672,10,20,57,0,26,37
1763672,10,21,1,0,27,37
1763672,10,21,5,0,28,36
1763672,10,21,9,0,29,36
1763672,10,21,13,0,30,35
1763672,10,21,17,0,31,34
1763672,10,21,21,20,32,33
1763672,10,41,47,0,31,34
1763672,10,41,51,0,30,35
1763672,10,41,55,0,29,36
1763672,10,41,59,0,28,36
1763672,10,42,3,0,27,36
1763672,10,42,7,0,26,37
1763672,10,42,11,0,25,37
1763672,10,42,15,0,24,38
1763672,10,42,19,0,23,38
1763672,10,42,23,0,22,39
1763672,10,42,27,0,21,38
1763672,10,42,31,0,20,38
1763672,10,42,35,0,19,37
1763672,10,42,39,0,18,38
1763672,10,42,43,0,17,39
1763672,10,42,47,0,17,40
1763672,10,42,51,0,16,41
1763672,10,42,55,0,15,42
1763672,10,42,59,0,16,43
1763672,10,43,3,0,15,44
1763672,10,43,7,0,16,45
1763672,10,43,11,0,16,46
1763672,10,43,15,0,16,47
1763672,10,43,19,0,17,48
1763672,10,43,23,0,18,49
1763672,10,43,27,0,19,50
1763672,10,43,31,0,20,51
1763672,10,43,35,0,21,51
1763672,10,43,39,0,22,52
1763672,10,43,43,0,23,53
1763672,10,43,47,0,24,54
1763672,10,43,51,0,25,55
1763672,10,43,55,0,26,56
1763672,10,43,59,0,27,57
1763672,10,44,3,0,28,58
1763672,10,44,7,0,29,59
1763672,10,44,11,0,30,60
1763672,10,44,15,0,31,61
1763672,10,44,19,0,32,62
1763672,10,44,23,0,33,62
1763672,10,44,27,0,34,63
1763672,10,44,31,0,35,64
1763672,10,44,35,0,34,65
1763672,10,44,39,0,34,66
1763672,10,44,43,0,34,67
1763672,10,44,47,0,34,68
1763672,10,44,51,0,34,69
1763672,10,44,55,0,34,70
1763672,10,44,59,0,35,71
1763672,10,45,3,0,36,72
1763672,10,45,7,0,37,73
1763672,10,45,11,0,38,73
1763672,10,45,15,0,39,74
1763672,10,45,19,0,40,75
1763672,10,45,23,0,41,75
1763672,10,45,27,0,42,76
1763672,10,45,31,0,43,77
1763672,10,45,35,0,44,78
1763672,10,45,39,0,45,79
1763672,10,45,43,0,46,80
1763672,10,45,47,0,46,81
1763672,10,45,51,0,46,82
1763672,10,45,55,0,46,83
1763672,10,45,59,0,47,84
1763672,10,46,3,0,46,85
1763672,10,46,7,0,47,86
1763672,10,46,11,21,48,87
1763672,11,7,42,0,47,86
1763672,11,7,46,0,46,85
1763672,11,7,50,0,46,84
1763672,11,7,54,0,46,83
1763672,11,7,58,0,47,82
1763672,11,8,2,0,47,81
1763672,11,8,6,0,46,80
1763672,11,8,10,0,45,79
1763672,11,8,14,0,44,78
1763672,11,8,18,0,43,77
1763672,11,8,22,0,42,77
1763672,11,8,26,0,41,76
1763672,11,8,30,0,40,75
1763672,11,8,34,0,39,75
1763672,11,8,38,0,38,74
1763672,11,8,42,0,37,73
1763672,11,8,46,0,36,72
1763672,11,8,50,0,35,71
1763672,11,8,54,0,34,70
1763672,11,8,58,0,34,69
1763672,11,9,2,0,33,68
1763672,11,9,6,0,34,67
1763672,11,9,10,0,34,66
1763672,11,9,14,0,33,65
1763672,11,9,18,0,34,64
1763672,11,9,22,0,34,63
1763672,11,9,26,0,33,62
1763672,11,9,30,0,32,62
1763672,11,9,34,0,31,61
1763672,11,9,38,0,30,60
1763672,11,9,42,0,29,60
1763672,11,9,46,0,28,59
1763672,11,9,50,0,27,58
1763672,11,9,54,0,26,57
1763672,11,9,58,0,25,56
1763672,11,10,2,0,24,55
1763672,11,10,6,0,23,54
1763672,11,10,10,0,22,53
1763672,11,10,14,0,21,52
1763672,11,10,18,0,20,51
1763672,11,10,22,0,19,50
1763672,11,10,26,0,18,49
1763672,11,10,30,0,17,48
1763672,11,10,34,0,17,47
1763672,11,10,38,0,16,46
1763672,11,10,42,0,16,45
1763672,11,10,46,0,16,44
1763672,11,10,50,0,15,43
1763672,11,10,54,0,16,42
1763672,11,10,58,0,15,41
1763672,11,11,2,0,16,40
1763672,11,11,6,0,17,39
1763672,11,11,10,0,18,38
1763672,11,11,14,0,19,39
1763672,11,11,18,0,20,39
1763672,11,11,22,0,21,40
1763672,11,11,26,0,22,39
1763672,11,11,30,0,23,39
1763672,11,11,34,0,24,39
1763672,11,11,38,0,25,39
1763672,11,11,42,0,26,38
1763672,11,11,46,0,27,37
1763672,11,11,50,0,28,36
1763672,11,11,54,0,29,36
1763672,11,11,58,0,30,35
1763672,11,12,2,0,31,34
1763672,11,12,6,19,32,33
1763672,11,31,52,0,31,34
1763672,11,31,56,0,30,35
1763672,11,32,0,0,29,36
1763672,11,32,4,0,28,36
1763672,11,32,8,0,27,35
1763672,11,32,12,0,26,36
1763672,11,32,16,0,25,37
1763672,11,32,20,0,24,38
1763672,11,32,24,0,23,39
1763672,11,32,28,0,22,40
1763672,11,32,32,0,21,39
1763672,11,32,36,0,20,38
1763672,11,32,40,0,19,37
1763672,11,32,44,0,18,38
1763672,11,32,48,0,17,39
1763672,11,32,52,0,16,40
1763672,11,32,56,0,15,41
1763672,11,33,0,0,16,42
1763672,11,33,4,0,15,43
1763672,11,33,8,0,15,44
1763672,11,33,12,0,16,45
1763672,11,33,16,0,15,46
1763672,11,33,20,0,16,47
1763672,11,33,24,0,17,48
1763672,11,33,28,0,18,49
1763672,11,33,32,0,19,50
1763672,11,33,36,0,20,51
1763672,11,33,40,0,21,51
1763672,11,33,44,0,22,52
1763672,11,33,48,0,23,53
1763672,11,33,52,0,24,54
1763672,11,33,56,0,25,55
1763672,11,34,0,0,26,56
1763672,11,34,4,0,27,57
1763672,11,34,8,0,28,58
1763672,11,34,12,0,29,58
1763672,11,34,16,0,30,59
1763672,11,34,20,0,31,60
1763672,11,34,24,0,32,61
1763672,11,34,28,0,33,62
1763672,11,34,32,0,34,63
1763672,11,34,36,0,34,64
1763672,11,34,40,0,34,65
1763672,11,34,44,0,34,66
1763672,11,34,48,0,34,67
1763672,11,34,52,12,34,68
1763672,11,46,59,0,34,67
1763672,11,47,3,0,33,66
1763672,11,47,7,0,33,65
1763672,11,47,11,0,34,64
1763672,11,47,15,0,34,63
1763672,11,47,19,0,33,62
1763672,11,47,23,0,32,61
1763672,11,47,27,0,31,61
1763672,11,47,31,0,30,60
1763672,11,47,35,0,29,59
1763672,11,47,39,0,28,59
1763672,11,47,43,0,27,58
1763672,11,47,47,0,26,57
1763672,11,47,51,0,25,56
1763672,11,47,55,0,24,55
1763672,11,47,59,0,23,54
1763672,11,48,3,0,22,53
1763672,11,48,7,0,21,52
1763672,11,48,11,0,20,51
1763672,11,48,15,0,19,50
1763672,11,48,19,0,18,49
1763672,11,48,23,0,17,48
1763672,11,48,27,0,17,47
1763672,11,48,31,0,16,46
1763672,11,48,35,0,16,45
1763672,11,48,39,0,15,44
1763672,11,48,43,0,15,43
1763672,11,48,47,0,15,42
1763672,11,48,51,0,15,41
1763672,11,48,55,0,16,40
1763672,11,48,59,0,17,39
1763672,11,49,3,0,18,38
1763672,11,49,7,0,19,38
1763672,11,49,11,0,20,39
1763672,11,49,15,0,21,39
1763672,11,49,19,0,22,38
1763672,11,49,23,0,23,39
1763672,11,49,27,0,24,39
1763672,11,49,31,0,25,38
1763672,11,49,35,0,26,38
1763672,11,49,39,0,27,37
1763672,11,49,43,0,28,36
1763672,11,49,47,0,29,35
1763672,11,49,51,0,30,35
1763672,11,49,55,0,31,34
1763672,11,49,59,19,32,33
1763672,12,9,55,0,32,34
1763672,12,9,59,0,32,35
1763672,12,10,3,0,33,36
1763672,12,10,7,0,34,36
1763672,12,10,11,0,35,37
1763672,12,10,15,0,36,37
1763672,12,10,19,0,37,37
1763672,12,10,23,0,38,37
1763672,12,10,27,0,39,36
1763672,12,10,31,0,40,35
1763672,12,10,35,0,41,34
1763672,12,10,39,0,42,33
1763672,12,10,43,0,43,32
1763672,12,10,47,0,44,31
1763672,12,10,51,0,45,30
1763672,12,10,55,0,46,29
1763672,12,10,59,0,47,29
1763672,12,11,3,0,48,29
1763672,12,11,7,0,49,28
1763672,12,11,11,0,50,28
1763672,12,11,15,0,51,29
1763672,12,11,19,0,52,29
1763672,12,11,23,0,53,30
1763672,12,11,27,0,54,31
1763672,12,11,31,0,55,30
1763672,12,11,35,0,56,30
1763672,12,11,39,0,57,30
1763672,12,11,43,0,58,31
1763672,12,11,47,0,59,31
1763672,12,11,51,0,60,32
1763672,12,11,55,0,61,33
1763672,12,11,59,0,62,34
1763672,12,12,3,0,63,35
1763672,12,12,7,0,62,36
1763672,12,12,11,0,63,37
1763672,12,12,15,0,64,38
1763672,12,12,19,0,64,39
1763672,12,12,23,0,63,40
1763672,12,12,27,0,63,41
1763672,12,12,31,0,64,42
1763672,12,12,35,0,64,43
1763672,12,12,39,0,63,44
1763672,12,12,43,0,64,45
1763672,12,12,47,0,65,46
1763672,12,12,51,0,66,47
1763672,12,12,55,0,65,48
1763672,12,12,59,0,66,49
1763672,12,13,3,0,66,50
1763672,12,13,7,0,66,51
1763672,12,13,11,0,65,52
1763672,12,13,15,0,65,53
1763672,12,13,19,0,66,54
1763672,12,13,23,0,66,55
1763672,12,13,27,0,67,56
1763672,12,13,31,0,68,57
1763672,12,13,35,0,69,58
1763672,12,13,39,0,69,59
1763672,12,13,43,0,69,60
1763672,12,13,47,0,69,61
1763672,12,13,51,0,68,62
1763672,12,13,55,0,69,63
1763672,12,13,59,0,69,64
1763672,12,14,3,0,68,65
1763672,12,14,7,0,67,66
1763672,12,14,11,0,68,67
1763672,12,14,15,0,68,68
1763672,12,14,19,0,69,69
1763672,12,14,23,0,69,70
1763672,12,14,27,0,69,71
1763672,12,14,31,0,69,72
1763672,12,14,35,0,69,73
1763672,12,14,39,0,68,74
1763672,12,14,43,0,69,75
1763672,12,14,47,0,70,76
1763672,12,14,51,0,71,77
1763672,12,14,55,0,72,76
1763672,12,14,59,0,73,76
1763672,12,15,3,0,74,77
1763672,12,15,7,0,75,76
1763672,12,15,11,0,76,76
1763672,12,15,15,0,77,76
1763672,12,15,19,0,78,76
1763672,12,15,23,0,79,77
1763672,12,15,27,0,80,77
1763672,12,15,31,0,81,78
1763672,12,15,35,0,82,79
